Brand Name,Model_Name,Model_Year,Emi Per Month,Down Payment,KMs Travelled,Owners,Fule Type,RTO Number,Location,Engine Displacement,Transmission Type,Original Price,Actual Price
Maruti,Baleno,2020,"12,336",Zero,"73,730",2,Petrol,GJ-08,Ahmedabad,,Manual,"6,31,000","6,31,000"
Tata,Harrier,2021,"30,512",Zero,"26,684",1,Diesel,GJ-01,Ahmedabad,,Automatic,"16,26,000","16,03,000"
Toyota,Fortuner,2017,"42,541",Zero,"1,16,742",3,Diesel,GJ-27,Ahmedabad,2.8,Automatic,"23,45,000","22,35,000"
Hyundai,Grand i10,2017,"8,934",Zero,"17,556",1,Petrol,GJ-01,Ahmedabad,,Manual,"5,20,000","4,57,000"
Hyundai,Eon,2013,"3,734",Zero,"58,000",3,Petrol,GJ-01,Ahmedabad,,Manual,"1,96,000","1,91,000"
Maruti,Eeco,2018,"7,859",Zero,"75,399",1,Petrol,GJ-23,Ahmedabad,5.0,Manual,"4,17,000","4,02,000"
Maruti,Swift Dzire,2012,"6,256",Zero,"1,19,603",3,Petrol,GJ-01,Ahmedabad,,Manual,"3,39,000","3,20,000"
Maruti,Swift,2016,"7,077",Zero,"80,664",1,Petrol,UP-78,Noida,,Manual,"4,05,000","3,62,000"
Hyundai,Elite i20,2017,"11,046",Zero,"34,803",1,Petrol,UP-16,Noida,,Manual,"5,93,000","5,65,000"
Skoda,Rapid,2016,"9,228",Zero,"66,054",1,Petrol,DL-7C,Noida,1.6,Manual,"4,72,000","4,72,000"
Volkswagen,Polo,2012,"4,418",Zero,"59,593",2,Petrol,DL-10,Delhi,,Manual,"2,39,000","2,26,000"
Tata,Harrier,2019,"25,449",Zero,"52,860",2,Diesel,HR-26,Gurugram,,Manual,"14,18,000","13,37,000"
Hyundai,i20,2010,"3,773",Zero,"66,190",1,Petrol,HR-26,Noida,,Manual,"1,93,000","1,93,000"
Ford,Ecosport,2019,"13,900",Zero,"60,121",1,Diesel,DL-10,Gurugram,,Manual,"7,87,000","7,11,000"
Honda,Amaze,2020,"12,102",Zero,"15,072",2,Petrol,HR-26,Noida,1.2,Manual,"7,02,000","6,19,000"
Honda,Brio,2013,"5,063",Zero,"21,682",2,Petrol,UP-16,Delhi,,Manual,"2,82,000","2,59,000"
Hyundai,Eon,2016,"4,516",Zero,"48,144",1,Petrol,HR-26,Gurugram,,Manual,"2,51,000","2,31,000"
Honda,CRV,2018,"27,542",Zero,"66,828",1,Petrol,DL-9C,Ghaziabad,2.4,Automatic,"15,88,000","14,47,000"
Honda,Brio,2014,"5,572",Zero,"55,996",1,Petrol,DL-3C,Gurugram,,Manual,"2,98,000","2,85,000"
Jeep,Compass,2021,"33,881",Zero,"37,129",2,Petrol,DL-1C,Delhi,,Automatic,"19,80,000","17,80,000"
Skoda,Rapid,2020,"16,312",Zero,"30,761",1,Petrol,DL-10,Noida,,Manual,"8,57,000","8,57,000"
Tata,ALTROZ,2020,"13,333",Zero,"32,282",1,Petrol,UP-53,Delhi,,Manual,"7,63,000","6,82,000"
Honda,Jazz,2017,"9,052",Zero,"53,491",2,Petrol,DL-14,Delhi,1.2,Manual,"5,22,000","4,63,000"
Hyundai,i10,2012,"3,675",Zero,"51,210",1,Petrol,DL-12,Faridabad,,Manual,"1,94,000","1,88,000"
Maruti,Alto,2019,"7,234",Zero,"52,397",1,CNG,DL-12,Noida,,Manual,"4,12,000","3,70,000"
Renault,TRIBER,2019,"9,443",Zero,"1,02,395",1,Petrol,DL-8C,Delhi,,Manual,"5,22,000","4,83,000"
Honda,Amaze,2020,"11,417",Zero,"36,305",2,Petrol,DL-9C,Gurugram,1.2,Manual,"6,58,000","5,84,000"
Skoda,Rapid,2018,"14,839",Zero,"59,030",2,Diesel,DL-1C,Gurugram,,Automatic,"8,37,000","7,59,000"
Hyundai,Verna,2019,"19,148",Zero,"14,598",2,Petrol,HR-26,Faridabad,1.6,Manual,"10,68,000","10,06,000"
Maruti,Swift Dzire,2019,"11,222",Zero,"67,441",1,Diesel,HR-81,Delhi,,Manual,"6,23,000","5,74,000"
Maruti,IGNIS,2017,"7,370",Zero,"70,693",2,Petrol,DL-8C,Gurugram,,Manual,"4,32,000","3,77,000"
Skoda,Rapid,2020,"16,750",Zero,"1,13,946",1,Petrol,HR-26,Gurugram,,Manual,"9,67,000","8,80,000"
Hyundai,i10,2012,"4,497",Zero,"54,346",2,Petrol,HR-10,Delhi,,Manual,"2,48,000","2,30,000"
Honda,CRV,2013,"14,760",Zero,"74,125",2,Petrol,HR-51,Faridabad,2.0,Automatic,"7,93,000","7,55,000"
Honda,City,2015,"12,629",Zero,"76,854",2,CNG,HR-26,Gurugram,1.5,Automatic,"6,61,000","6,46,000"
Maruti,Wagon R 1.0,2015,"5,200",Zero,"94,132",1,CNG,HR-76,Delhi,,Manual,"2,68,000","2,66,000"
Volkswagen,Polo,2012,"4,418",Zero,"59,593",2,Petrol,DL-10,Gurugram,,Manual,"2,39,000","2,26,000"
Tata,Harrier,2019,"25,449",Zero,"52,860",2,Diesel,HR-26,Delhi,,Manual,"14,18,000","13,37,000"
Hyundai,i10,2012,"3,675",Zero,"51,210",1,Petrol,DL-12,Delhi,,Manual,"1,94,000","1,88,000"
Skoda,Rapid,2020,"16,312",Zero,"30,761",1,Petrol,DL-10,Ghaziabad,,Manual,"8,57,000","8,57,000"
Volkswagen,Polo,2017,"8,211",Zero,"60,760",2,Petrol,DL-1C,Noida,,Manual,"4,32,000","4,20,000"
Skoda,Rapid,2016,"9,228",Zero,"66,054",1,Petrol,DL-7C,Noida,1.6,Manual,"4,72,000","4,72,000"
Honda,Jazz,2015,"8,661",Zero,"53,058",1,Petrol,DL-3C,Gurugram,1.2,Automatic,"4,81,000","4,43,000"
Honda,Jazz,2018,"11,163",Zero,"75,402",2,Petrol,HR-51,Noida,1.2,Automatic,"6,61,000","5,71,000"
Maruti,Alto 800,2013,"3,930",Zero,"29,997",2,Petrol,DL-3C,Delhi,,Manual,"2,31,000","2,01,000"
Ford,Ecosport,2016,"9,580",Zero,"32,873",1,Petrol,DL-8C,Gurugram,,Manual,"5,35,000","4,90,000"
KIA,SONET,2020,"20,557",Zero,"30,728",2,Petrol,HR-26,Mori,,Automatic,"11,49,000","10,80,000"
Maruti,Swift,2014,"8,348",Zero,"14,196",2,Petrol,MP-09,Mori,,Manual,"4,27,000","4,27,000"
Tata,Tiago,2019,"9,365",Zero,"1,13,660",1,Diesel,MP-09,Mori,,Manual,"5,16,000","4,79,000"
Maruti,Alto 800,2016,"4,594",Zero,"41,370",3,Petrol,MP-04,Mori,,Manual,"2,80,000","2,35,000"
Datsun,Go,2014,"3,793",Zero,"82,410",1,Petrol,MP-04,Mori,,Manual,"2,08,000","1,94,000"
Datsun,Redi Go,2017,"3,734",Zero,"1,15,401",1,Petrol,MP-04,Mori,,Manual,"2,22,000","1,91,000"
Hyundai,NEW SANTRO,2020,"10,186",Zero,"16,484",1,Petrol,MP-04,Mori,,Manual,"5,73,000","5,21,000"
Hyundai,Elite i20,2018,"9,267",Zero,"56,838",2,Petrol,MP-04,Mori,,Manual,"5,54,000","4,74,000"
Maruti,Wagon R 1.0,2011,"4,027",Zero,"1,10,053",1,Petrol,MP-04,Mori,,Manual,"2,51,000","2,06,000"
Maruti,Wagon R 1.0,2018,"6,803",Zero,"58,181",2,Petrol,MP-04,Mori,,Manual,"4,26,000","3,48,000"
Maruti,Swift,2014,"6,862",Zero,"98,239",1,Petrol,MP-09,Mori,,Manual,"4,32,000","3,51,000"
Nissan,Terrano,2013,"6,960",Zero,"1,00,913",1,Diesel,MP-09,Mori,,Manual,"3,99,000","3,56,000"
Hyundai,i10,2010,"4,086",Zero,"70,706",2,Petrol,MP-04,Mori,,Manual,"2,43,000","2,09,000"
Tata,Tiago,2017,"7,664",Zero,"33,353",2,Petrol,MP-04,Mori,,Manual,"4,41,000","3,92,000"
Datsun,Redi Go,2017,"4,360",Zero,"55,770",1,Petrol,MP-04,Mori,,Manual,"2,39,000","2,23,000"
Maruti,Swift,2016,"7,879",Zero,"97,062",2,Diesel,MP-09,Mori,,Manual,"4,72,000","4,03,000"
Hyundai,Eon,2012,"3,695",Zero,"50,372",1,Petrol,MP-04,Mori,,Manual,"2,25,000","1,89,000"
Maruti,Alto K10,2017,"6,491",Zero,"54,233",1,Petrol,MP-04,Mori,,Manual,"4,02,000","3,32,000"
Maruti,Swift Dzire,2015,"9,071",Zero,"51,273",1,Petrol,MP-09,Mori,,Manual,"5,23,000","4,64,000"
Mahindra,XUV 3OO,2019,"13,881",Zero,"90,586",1,Diesel,MP-09,Mori,4.0,Manual,"8,11,000","7,10,000"
Maruti,Alto K10,2018,"6,452",Zero,"72,531",1,Petrol,MP-04,Mansarovar,,Manual,"3,93,000","3,30,000"
Renault,Kwid,2017,"4,966",Zero,"32,590",1,Petrol,RJ-14,Mansarovar,,Manual,"2,69,000","2,54,000"
Maruti,Alto 800,2014,"4,868",Zero,"26,553",1,Petrol,RJ-14,Mansarovar,,Manual,"2,49,000","2,49,000"
Nissan,MAGNITE,2021,"13,881",Zero,"20,388",1,Petrol,RJ-45,Mansarovar,,Manual,"7,10,000","7,10,000"
Maruti,Ciaz,2015,"10,459",Zero,"99,741",2,Petrol,RJ-14,Mansarovar,,Manual,"5,90,000","5,35,000"
Hyundai,i20,2011,"4,477",Zero,"1,08,687",2,Petrol,RJ-14,Mansarovar,,Manual,"2,29,000","2,29,000"
Hyundai,i10,2010,"3,441",Zero,"72,817",3,Petrol,RJ-14,Mansarovar,,Manual,"1,89,000","1,76,000"
Volkswagen,Polo,2012,"4,927",Zero,"34,644",1,Petrol,RJ-01,Mansarovar,,Manual,"2,65,000","2,52,000"
Volkswagen,Vento,2019,"15,112",Zero,"85,738",1,Diesel,RJ-45,Mansarovar,,Manual,"8,74,000","7,73,000"
Tata,Tiago,2017,"7,527",Zero,"96,703",1,Petrol,RJ-14,Mansarovar,,Manual,"4,09,000","3,85,000"
Maruti,Swift,2014,"8,133",Zero,"74,232",1,Diesel,RJ-14,Mansarovar,,Manual,"4,52,000","4,16,000"
Maruti,Alto 800,2016,"4,868",Zero,"57,826",1,Petrol,RJ-14,Mansarovar,,Manual,"2,86,000","2,49,000"
Mahindra,XUV500,2014,"12,238",Zero,"99,432",1,Diesel,RJ-14,Mansarovar,6.0,Manual,"6,57,000","6,26,000"
Hyundai,Creta,2016,"14,682",Zero,"60,647",2,Petrol,RJ-14,Mansarovar,,Manual,"8,15,000","7,51,000"
Renault,Duster,2012,"6,784",Zero,"1,21,243",2,Diesel,RJ-14,Mansarovar,110.0,Manual,"3,70,000","3,47,000"
Maruti,Swift Dzire,2011,"5,200",Zero,"65,848",1,Diesel,RJ-14,Mansarovar,,Manual,"2,71,000","2,66,000"
Mahindra,BOLERO NEO,2021,"17,226",Zero,"43,902",1,Diesel,RJ-14,Mansarovar,,Manual,"10,25,000","9,05,000"
Renault,Kwid,2015,"4,653",Zero,"45,998",2,Petrol,RJ-14,Mansarovar,,Manual,"2,38,000","2,38,000"
Maruti,Swift,2012,"7,449",Zero,"66,951",1,Petrol,RJ-14,Mansarovar,,Manual,"3,81,000","3,81,000"
Hyundai,Grand i10,2014,"6,295",Zero,"76,164",2,Diesel,RJ-14,Mansarovar,,Manual,"3,53,000","3,22,000"
Maruti,Swift Dzire,2012,"6,862",Zero,"73,172",1,Petrol,RJ-14,Kochi,,Manual,"4,08,000","3,51,000"
Toyota,Corolla Altis,2010,"6,999",Zero,"74,729",2,Petrol,KL-52,Kochi,,Manual,"3,81,000","3,58,000"
Renault,Kwid,2019,"7,077",Zero,"85,963",1,Petrol,KL-52,Kochi,,Manual,"3,77,000","3,62,000"
Volkswagen,Polo,2011,"5,865",Zero,"1,15,475",1,Petrol,KL-01,Kochi,,Manual,"3,00,000","3,00,000"
Ford,Ecosport,2014,"9,365",Zero,"85,817",2,Diesel,KL-45,Kochi,,Manual,"4,79,000","4,79,000"
Maruti,Swift,2016,"10,107",Zero,"39,115",1,Petrol,KL-01,Kochi,,Manual,"5,82,000","5,17,000"
Volkswagen,Polo,2011,"5,239",Zero,"1,02,369",2,Diesel,KL-01,Kochi,,Manual,"2,68,000","2,68,000"
Ford,Ecosport,2017,"11,671",Zero,"73,899",1,Petrol,KL-01,Kochi,,Automatic,"6,46,000","5,97,000"
MG,HECTOR,2019,"26,191",Zero,"24,998",1,Petrol,KL-05,Kochi,,Automatic,"14,92,000","13,76,000"
Maruti,Swift,2011,"5,591",Zero,"1,22,899",2,Petrol,KL-07,Kochi,,Manual,"2,86,000","2,86,000"
Skoda,Rapid,2021,"16,560",Zero,"36,685",1,Petrol,KL-05,Kochi,,Manual,"9,44,000","8,70,000"
Ford,Ecosport,2016,"10,225",Zero,"33,045",1,Petrol,KL-41,Kochi,,Manual,"5,80,000","5,23,000"
Honda,Jazz,2017,"9,912",Zero,"90,779",2,Petrol,KL-01,Kochi,1.2,Manual,"5,38,000","5,07,000"
Maruti,Swift,2010,"5,787",Zero,"90,917",1,Petrol,KL-31,Kochi,,Manual,"3,10,000","2,96,000"
Hyundai,Elite i20,2017,"10,792",Zero,"17,288",1,Petrol,KL-11,Kochi,,Manual,"6,05,000","5,52,000"
Hyundai,Elite i20,2015,"9,404",Zero,"80,592",2,Petrol,KL-08,Kochi,,Manual,"5,05,000","4,81,000"
Mahindra,KUV 100 NXT,2018,"11,965",Zero,"32,163",1,Petrol,KL-35,Kochi,8.0,Manual,"6,60,000","6,12,000"
Mahindra,Thar,2021,"28,113",Zero,"27,496",1,Diesel,KL-44,Kochi,,Manual,"15,60,000","14,77,000"
Maruti,Alto K10,2010,"3,636",Zero,"86,618",1,Petrol,KL-05,Kochi,,Manual,"1,94,000","1,86,000"
Maruti,Alto K10,2015,"5,279",Zero,"1,04,029",1,Petrol,KL-07,Kochi,,Manual,"2,89,000","2,70,000"
Datsun,Go,2017,"4,301",Zero,"81,444",1,Petrol,KL-07,Kolkata,,Manual,"2,26,000","2,20,000"
Maruti,Alto K10,2010,"3,499",Zero,"37,291",2,Petrol,WB-06,Kolkata,,Manual,"1,91,000","1,79,000"
Honda,Amaze,2019,"12,141",Zero,"58,837",1,Petrol,WB-02,Kolkata,1.2,Manual,"6,64,000","6,21,000"
Maruti,Wagon R 1.0,2014,"5,670",Zero,"25,116",2,Petrol,WB-08,Kolkata,,Manual,"3,14,000","2,90,000"
Maruti,Swift,2015,"7,155",Zero,"47,202",1,Petrol,WB-02,Kolkata,,Manual,"3,91,000","3,66,000"
Nissan,Micra Active,2017,"5,455",Zero,"44,639",2,Petrol,WB-02,Kolkata,,Manual,"3,13,000","2,79,000"
Hyundai,Elite i20,2015,"9,247",Zero,"52,981",1,Petrol,WB-02,Kolkata,,Manual,"5,03,000","4,73,000"
Maruti,Wagon R 1.0,2015,"5,591",Zero,"28,131",1,Petrol,WB-02,Kolkata,,Manual,"3,29,000","2,86,000"
Volkswagen,Vento,2012,"5,396",Zero,"93,164",1,Petrol,WB-02,Kolkata,,Manual,"2,88,000","2,76,000"
Maruti,Swift,2018,"10,029",Zero,"32,205",1,Petrol,WB-02,Kolkata,,Manual,"5,78,000","5,13,000"
Maruti,Swift,2010,"3,187",Zero,"71,156",2,Petrol,WB-38,Kolkata,,Manual,"1,83,000","1,63,000"
Datsun,Redi Go,2018,"4,379",Zero,"31,578",2,Petrol,WB-02,Kolkata,,Manual,"2,50,000","2,24,000"
Honda,Brio,2014,"4,594",Zero,"36,920",3,Petrol,WB-06,Kolkata,,Manual,"2,74,000","2,35,000"
Honda,City,2014,"7,273",Zero,"64,787",2,Petrol,WB-02,Kolkata,1.5,Manual,"4,22,000","3,72,000"
Renault,Duster,2014,"6,921",Zero,"57,321",1,Diesel,WB-24,Kolkata,85.0,Manual,"3,68,000","3,54,000"
Renault,Kwid,2020,"7,507",Zero,"19,715",2,Petrol,WB-06,Kolkata,,Manual,"4,35,000","3,84,000"
Honda,City,2014,"6,921",Zero,"1,02,813",1,Diesel,WB-08,Kolkata,1.5,Manual,"3,85,000","3,54,000"
Maruti,Baleno,2017,"8,993",Zero,"61,980",1,Diesel,WB-02,Kolkata,,Manual,"5,22,000","4,60,000"
Ford,Ecosport,2018,"13,196",Zero,"78,113",2,Diesel,WB-44,Kolkata,,Manual,"7,48,000","6,75,000"
Honda,WR-V,2020,"12,395",Zero,"7,281",2,Petrol,WB-26,Lucknow,1.2,Manual,"7,36,000","6,34,000"
Maruti,Swift,2019,"8,778",Zero,"77,042",1,Petrol,WB-20,Lucknow,,Manual,"5,39,000","4,49,000"
Datsun,Redi Go,2018,"5,103",Zero,"12,670",1,Petrol,UP-32,Lucknow,,Manual,"2,78,000","2,61,000"
Mahindra,Bolero,2016,"10,929",Zero,"88,410",1,Diesel,UP-32,Lucknow,,Manual,"5,59,000","5,59,000"
Maruti,Baleno,2016,"7,625",Zero,"91,960",1,Petrol,UP-40,Lucknow,,Manual,"4,30,000","3,90,000"
Mahindra,Thar,2017,"11,632",Zero,"63,510",1,Diesel,UP-16,Lucknow,,Manual,"6,98,000","5,95,000"
Mahindra,XUV500,2016,"11,926",Zero,"1,86,022",1,Diesel,UP-16,Lucknow,6.0,Automatic,"6,34,000","6,10,000"
Maruti,Wagon R 1.0,2017,"6,041",Zero,"57,138",1,Petrol,UP-62,Lucknow,,Manual,"3,53,000","3,09,000"
Hyundai,Grand i10,2015,"5,806",Zero,"1,13,593",2,Diesel,UP-32,Lucknow,,Manual,"3,15,000","2,97,000"
Maruti,Swift,2019,"10,968",Zero,"65,698",1,Petrol,UP-40,Lucknow,,Manual,"6,67,000","5,61,000"
Maruti,New Wagon-R,2020,"8,974",Zero,"67,952",1,Petrol,UP-32,Lucknow,,Manual,"5,29,000","4,59,000"
Skoda,Rapid,2015,"7,234",Zero,"1,00,263",1,Diesel,UP-16,Lucknow,1.5,Manual,"4,22,000","3,70,000"
Hyundai,Elite i20,2017,"9,384",Zero,"64,302",2,Petrol,UP-53,Lucknow,,Manual,"5,89,000","4,80,000"
Nissan,Terrano,2014,"6,764",Zero,"82,146",2,Petrol,UP-32,Lucknow,,Manual,"3,71,000","3,46,000"
Mahindra,Thar,2019,"14,311",Zero,"42,221",1,Diesel,UP-16,Lucknow,,Manual,"8,38,000","7,32,000"
Honda,Amaze,2018,"10,205",Zero,"1,14,510",1,Diesel,UP-32,Lucknow,1.5,Manual,"5,75,000","5,22,000"
Jeep,Compass,2018,"17,549",Zero,"53,759",2,Diesel,UP-66,Lucknow,,Manual,"9,58,000","9,22,000"
Mahindra,XUV500,2018,"17,645",Zero,"57,798",2,Diesel,UP-16,Lucknow,9.0,Manual,"9,90,000","9,27,000"
Maruti,Alto K10,2017,"6,080",Zero,"45,665",1,CNG,UP-32,Lucknow,,Manual,"3,35,000","3,11,000"
Maruti,Swift,2019,"10,166",Zero,"56,907",1,Petrol,UP-53,Lucknow,,Manual,"5,81,000","5,20,000"
Maruti,Wagon R 1.0,2015,"5,513",Zero,"96,555",1,Petrol,UP-70,Mulund,,Manual,"3,10,000","2,82,000"
Maruti,Wagon R 1.0,2012,"4,555",Zero,"41,353",1,Petrol,UP-16,Mulund,,Manual,"2,52,000","2,33,000"
Toyota,Innova Crysta,2017,"30,835",Zero,"92,722",2,Diesel,MH-04,Mulund,2.8,Automatic,"16,47,000","16,20,000"
Hyundai,i20,2011,"5,572",Zero,"28,645",1,Petrol,MH-01,Mulund,,Manual,"2,85,000","2,85,000"
Maruti,Alto 800,2012,"4,418",Zero,"9,808",1,Petrol,MH-02,Mulund,,Manual,"2,39,000","2,26,000"
Hyundai,i10,2011,"5,161",Zero,"26,225",1,Petrol,MH-46,Mulund,,Manual,"2,64,000","2,64,000"
Hyundai,i20,2012,"6,491",Zero,"50,203",1,Petrol,MH-02,Mumbai,,Manual,"3,32,000","3,32,000"
Hyundai,Creta,2019,"17,797",Zero,"56,549",2,Petrol,MH-01,Mulund,,Manual,"9,63,000","9,35,000"
Hyundai,Elite i20,2015,"8,367",Zero,"15,511",2,Petrol,MH-04,Mulund,,Manual,"4,55,000","4,28,000"
Tata,NEXON,2021,"16,845",Zero,"31,679",1,Petrol,MH-03,Mulund,,Manual,"9,08,000","8,85,000"
Maruti,Ertiga,2014,"11,593",Zero,"1,17,308",2,CNG,MH-46,Mulund,,Manual,"6,28,000","5,93,000"
Toyota,Innova,2013,"12,278",Zero,"67,810",4,Diesel,MH-12,Mulund,2.5,Manual,"7,05,000","6,28,000"
Renault,Kwid,2020,"8,407",Zero,"17,652",1,Petrol,MH-46,Mulund,,Manual,"4,49,000","4,30,000"
Maruti,Baleno,2015,"10,323",Zero,"48,130",1,Diesel,MH-03,Mulund,,Manual,"5,49,000","5,28,000"
Hyundai,i20,2013,"6,491",Zero,"51,380",1,Petrol,MH-02,Mumbai,,Manual,"3,58,000","3,32,000"
Hyundai,Elite i20,2016,"11,515",Zero,"82,256",1,Petrol,MH-47,Mulund,,Manual,"6,12,000","5,89,000"
Maruti,Wagon R 1.0,2012,"4,594",Zero,"64,173",2,Petrol,MH-05,Mumbai,,Manual,"2,35,000","2,35,000"
Renault,Duster,2012,"8,387",Zero,"1,15,074",2,Diesel,MH-02,Mumbai,85.0,Manual,"4,42,000","4,29,000"
Hyundai,Verna,2013,"8,309",Zero,"58,529",1,Petrol,MH-46,Mulund,,Manual,"4,41,000","4,25,000"
Volkswagen,Vento,2011,"5,963",Zero,"32,695",3,Petrol,MH-02,Mumbai,,Automatic,"3,05,000","3,05,000"
Maruti,Zen Estilo,2012,"3,793",Zero,"69,120",2,CNG,MH-02,Puram,,Manual,"1,99,000","1,94,000"
Hyundai,i10,2011,"3,695",Zero,"30,854",2,Petrol,MH-04,Puram,,Manual,"1,94,000","1,89,000"
Maruti,Wagon R 1.0,2017,"7,527",Zero,"51,424",1,CNG,UP-80,Puram,,Manual,"3,85,000","3,85,000"
Maruti,Swift Dzire,2014,"7,292",Zero,"55,756",2,Petrol,UP-80,Puram,,Manual,"3,87,000","3,73,000"
Maruti,Alto 800,2015,"3,910",Zero,"72,796",1,Petrol,UP-80,Puram,,Manual,"2,19,000","2,00,000"
Tata,Tiago,2018,"8,348",Zero,"40,296",2,Petrol,UP-80,Puram,,Manual,"4,39,000","4,27,000"
Maruti,Wagon R 1.0,2013,"5,024",Zero,"87,208",1,Petrol,UP-85,Puram,,Manual,"2,57,000","2,57,000"
Maruti,Vitara Brezza,2017,"12,962",Zero,"1,20,160",1,Diesel,UP-80,Puram,,Manual,"6,68,000","6,63,000"
Maruti,IGNIS,2018,"7,566",Zero,"1,23,617",1,Petrol,UP-80,Puram,,Manual,"4,16,000","3,87,000"
Hyundai,i10,2011,"3,558",Zero,"40,596",1,Petrol,UP-80,Puram,,Manual,"1,82,000","1,82,000"
Renault,Kwid,2018,"6,764",Zero,"31,124",2,Petrol,UP-15,Puram,,Automatic,"3,46,000","3,46,000"
Hyundai,Verna,2019,"16,236",Zero,"42,190",1,Petrol,UP-80,Puram,1.6,Manual,"8,72,000","8,53,000"
Maruti,Ertiga,2013,"8,289",Zero,"1,15,919",3,Diesel,UP-85,Puram,,Manual,"4,24,000","4,24,000"
Maruti,Swift,2018,"10,733",Zero,"1,11,670",1,Petrol,UP-85,Puram,,Automatic,"5,49,000","5,49,000"
Maruti,Ciaz,2018,"12,981",Zero,"98,779",1,Diesel,UP-85,Puram,,Manual,"6,64,000","6,64,000"
Hyundai,Elite i20,2017,"10,929",Zero,"53,348",1,Petrol,UP-80,Puram,,Manual,"5,85,000","5,59,000"
Maruti,Baleno,2019,"11,730",Zero,"29,679",1,Petrol,UP-14,Puram,,Manual,"7,12,000","6,00,000"
Honda,City,2013,"7,175",Zero,"37,480",1,Petrol,UP-85,Puram,1.5,Manual,"3,73,000","3,67,000"
Hyundai,GRAND I10 NIOS,2019,"9,169",Zero,"42,299",2,Petrol,UP-15,Puram,,Manual,"5,99,000","4,69,000"
Hyundai,i20,2014,"6,354",Zero,"90,360",2,Diesel,UP-80,Puram,,Manual,"3,25,000","3,25,000"
Hyundai,Elite i20,2015,"9,149",Zero,"51,837",2,Petrol,UP-80,Chandigarh,,Manual,"4,74,000","4,68,000"
Maruti,S PRESSO,2021,"7,116",Zero,"34,978",1,Petrol,UP-80,Chandigarh,,Manual,"4,57,000","3,64,000"
Mahindra,XUV500,2014,"8,367",Zero,"93,616",2,Diesel,PB-65,Chandigarh,4.0,Manual,"4,28,000","4,28,000"
Maruti,New Wagon-R,2021,"10,420",Zero,"42,925",1,CNG,HR-87,Chandigarh,,Manual,"5,88,000","5,33,000"
Maruti,S Cross,2020,"16,198",Zero,"5,647",1,Petrol,PB-08,Chandigarh,,Manual,"9,86,000","8,51,000"
Hyundai,i10,2010,"3,402",Zero,"80,595",1,Petrol,CH-01,Chandigarh,,Manual,"1,80,000","1,74,000"
Mahindra,Bolero,2013,"7,527",Zero,"83,483",2,Diesel,HR-03,Chandigarh,,Manual,"4,48,000","3,85,000"
Skoda,Rapid,2020,"12,747",Zero,"45,177",2,Petrol,PB-02,Ludhiana,,Manual,"7,93,000","6,52,000"
Hyundai,VENUE,2021,"15,366",Zero,"11,584",1,Petrol,CH-01,Chandigarh,,Manual,"7,91,000","7,86,000"
Renault,Kwid,2016,"5,572",Zero,"26,746",1,Petrol,PB-10,Chandigarh,,Manual,"2,85,000","2,85,000"
Maruti,Swift,2014,"6,452",Zero,"78,352",2,Diesel,HR-29,Chandigarh,,Manual,"4,00,000","3,30,000"
Maruti,Swift,2010,"4,281",Zero,"83,036",1,Petrol,CH-01,Chandigarh,,Manual,"2,47,000","2,19,000"
Volkswagen,Polo,2020,"9,756",Zero,"45,322",1,Petrol,HR-02,Ludhiana,,Manual,"5,95,000","4,99,000"
Maruti,Alto K10,2015,"4,782",Zero,"46,785",2,Petrol,PB-09,Chandigarh,,Manual,"2,76,000","2,44,600"
Maruti,Swift,2017,"9,521",Zero,"75,765",1,Diesel,PB-06,Chandigarh,,Manual,"5,07,000","4,87,000"
Honda,City,2015,"8,876",Zero,"85,163",3,Diesel,PB-10,Chandigarh,1.5,Manual,"4,88,000","4,54,000"
Maruti,IGNIS,2022,"9,971",Zero,"6,019",1,Petrol,PB-08,Chandigarh,,Manual,"5,63,000","5,10,000"
Maruti,Baleno,2017,"9,189",Zero,"88,881",1,Petrol,HR-03,Ludhiana,,Automatic,"5,42,000","4,70,000"
Maruti,Swift,2014,"7,116",Zero,"43,370",2,Diesel,HR-77,Chandigarh,,Manual,"4,49,000","3,64,000"
Datsun,Redi Go,2017,"4,164",Zero,"29,220",1,Petrol,PB-10,Chandigarh,,Manual,"2,13,000","2,13,000"
Tata,TIGOR,2017,"7,605",Zero,"73,344",2,Petrol,PB-09,Chandigarh,,Manual,"4,49,000","3,89,000"
Maruti,Baleno,2015,"7,234",Zero,"52,311",1,Diesel,HR-51,Chandigarh,,Manual,"4,47,000","3,70,000"
Mahindra,XUV500,2014,"8,367",Zero,"93,616",2,Diesel,PB-65,Chandigarh,4.0,Manual,"4,28,000","4,28,000"
Maruti,New Wagon-R,2021,"10,420",Zero,"42,925",1,CNG,HR-87,Chandigarh,,Manual,"5,88,000","5,33,000"
Maruti,S Cross,2020,"16,198",Zero,"5,647",1,Petrol,PB-08,Chandigarh,,Manual,"9,86,000","8,51,000"
Hyundai,i10,2010,"3,402",Zero,"80,595",1,Petrol,CH-01,Ludhiana,,Manual,"1,80,000","1,74,000"
Mahindra,Bolero,2013,"7,527",Zero,"83,483",2,Diesel,HR-03,Ludhiana,,Manual,"4,48,000","3,85,000"
Renault,Kwid,2016,"5,572",Zero,"26,746",1,Petrol,PB-10,Ludhiana,,Manual,"2,85,000","2,85,000"
Maruti,Swift,2017,"9,521",Zero,"75,765",1,Diesel,PB-06,Ludhiana,,Manual,"5,07,000","4,87,000"
